-42.899734,-32.585796,-42.222668,-36.127014,-36.006702,-49.304386,-60.522194,-51.114494,-39.669956,-52.812584,-40.67606,-42.75703,-52.698826,-43.731468,-49.723885,-52.67321,-64.882782,-61.023003,-53.443916,-59.824154,-56.748619,-52.816296,-54.614216,-44.810066,-39.160599,-18.998365,-58.64922,-67.465385,-46.404194,-31.395348,-46.050442,-51.645828,-53.505074,-61.859444,-65.060623,-59.714844,-42.999153,-47.461491,-48.876659,-45.457417,-50.7299,-51.035328,-62.326035,-52.490818,-51.514442,-66.467079,-49.640835
-45.578182,-19.106346,-33.935719,-34.982666,-25.861851,-17.738935,-13.422944,-25.067945,-12.368303,-35.183334,.81698811,-9.7974806,-24.495575,-15.814517,-28.865435,-34.55566,-38.343132,-28.255753,-28.967766,-38.694405,-22.444769,-12.548846,-19.687666,-33.975815,-15.838849,-12.229216,-21.39097,-52.597137,-21.268744,-24.850798,-.42429337,-23.628078,-45.771126,-47.192093,-11.182973,-23.722191,-24.508404,-5.0261407,-24.19021,-18.652567,-28.61495,-41.059376,-45.498886,-41.066467,-34.01619,-50.146832,-32.849186
-43.692684,-39.061546,-47.71212,-40.970463,-43.063553,-58.445038,-71.658241,-54.046345,-48.333305,-58.319431,-49.49511,-50.476982,-59.129978,-51.731819,-53.389336,-57.957561,-68.944832,-71.653351,-52.919868,-66.493805,-68.288368,-64.670448,-60.640167,-51.180016,-43.22435,-22.036715,-62.49247,-73.382736,-55.077942,-35.094299,-52.215591,-54.890179,-58.585426,-72.588692,-75.815376,-68.933594,-53.423904,-53.649639,-58.767712,-52.768665,-56.204849,-57.077976,-67.54789,-56.684967,-58.05909,-72.918137,-58.129086
-42.420685,-35.335346,-43.428219,-39.206764,-32.751553,-52.156937,-64.882942,-49.058445,-44.794106,-54.546135,-50.01181,-48.62328,-53.872875,-40.847118,-51.690533,-55.476162,-65.684937,-65.725555,-45.321068,-60.708004,-64.459068,-56.618145,-58.601166,-48.200813,-40.930347,-18.212015,-53.955971,-67.757935,-49.772743,-33.058498,-46.893291,-50.75758,-51.267624,-69.103195,-70.77597,-64.123993,-47.879704,-48.43874,-50.292309,-47.892567,-51.34605,-53.672077,-65.710083,-57.273365,-52.03339,-70.639931,-57.328983
-42.997684,-37.726345,-42.423717,-37.081264,-38.999851,-54.779335,-69.449142,-49.779446,-43.896103,-54.501534,-48.369209,-47.13398,-56.292877,-43.73452,-50.464634,-56.042763,-67.716934,-66.571053,-56.802666,-60.768803,-59.76577,-59.777645,-55.948566,-48.832615,-36.293751,-18.049015,-58.380169,-71.97094,-50.036144,-33.519299,-50.435692,-53.991779,-55.327427,-65.888588,-73.719772,-65.36599,-48.976704,-51.581139,-53.950111,-50.282467,-53.718552,-52.663975,-64.636688,-55.231766,-56.538792,-70.329132,-56.466583
-42.001633,-34.769398,-44.37027,-37.547916,-40.4091,-54.508087,-64.842293,-50.623997,-44.117954,-53.222382,-48.316563,-47.957832,-57.672527,-43.525967,-52.032784,-54.418613,-66.511887,-67.722801,-46.379917,-58.946655,-59.757919,-60.364098,-54.724419,-46.124165,-37.5658,-20.307665,-55.413319,-71.233284,-49.737991,-33.370346,-49.756844,-51.69883,-52.916874,-73.022842,-72.959724,-67.895538,-47.286655,-49.954788,-53.118561,-47.379314,-49.2239,-52.825527,-62.333138,-54.952316,-52.25864,-68.844185,-56.197636
-40.622845,-36.678307,-42.323578,-37.216923,-40.428112,-55.362297,-67.962006,-52.883804,-41.142265,-54.550793,-48.481071,-47.273941,-57.000835,-47.154877,-50.416195,-55.526821,-69.677193,-68.147209,-48.389126,-62.770664,-59.942532,-62.537304,-61.109726,-48.215973,-43.992908,-23.590275,-56.696529,-70.785194,-50.302002,-33.628559,-52.618252,-46.400837,-55.436787,-70.278053,-75.909737,-66.185555,-48.437862,-52.755501,-55.26157,-49.608425,-52.971508,-51.042236,-67.355644,-55.208927,-54.07085,-72.527794,-54.193245
-24.865143,-20.562906,-23.027979,-16.252125,-26.383612,-22.974195,-43.193604,-24.436808,-25.607365,-31.711893,-28.926271,-30.21224,-40.818035,-25.087278,-21.679794,-36.743122,-47.158493,-51.334011,-24.393925,-41.355064,-33.48193,-37.943905,-28.564226,-28.558073,-21.640709,-15.603575,-29.655432,-52.437695,-38.520405,-22.516058,-38.36195,-27.755737,-35.912983,-52.376953,-41.116833,-33.547653,-31.538965,-35.984402,-34.077969,-28.513227,-30.373409,-32.931435,-54.712246,-36.575226,-43.809452,-54.947193,-35.738346
-38.419102,-34.817665,-43.147038,-37.653984,-36.879669,-40.892456,-65.338661,-48.906067,-36.704826,-51.606655,-41.146732,-43.948601,-53.737698,-45.639637,-47.809956,-53.853981,-63.686653,-67.449471,-51.877388,-58.884823,-57.936592,-57.522564,-50.992687,-43.014233,-34.471668,-26.352535,-54.52969,-70.590553,-50.227463,-32.479019,-50.957012,-48.946301,-51.013645,-67.203712,-64.535194,-54.705814,-46.794624,-50.872158,-50.96323,-46.204487,-52.418468,-48.366596,-63.517204,-56.029186,-52.15451,-69.116051,-54.055504
-38.960732,-37.155098,-45.222767,-36.772015,-38.570202,-44.484989,-68.306694,-52.138798,-43.527454,-53.892582,-50.02066,-50.47163,-56.250225,-47.061569,-51.333485,-56.125713,-64.032684,-69.802002,-51.947117,-63.327553,-60.489521,-61.798397,-54.163116,-43.428066,-37.201199,-23.810564,-61.787418,-69.185684,-52.896091,-34.002346,-48.735043,-51.408627,-57.206177,-72.390244,-67.197823,-62.615444,-49.636753,-55.21389,-54.090862,-47.077915,-54.415501,-50.670925,-67.260033,-52.993816,-54.84864,-70.092583,-55.095234
-27.623093,-30.252657,-41.244328,-32.346474,-37.277561,-24.205248,-59.038254,-43.802555,-33.766514,-45.647945,-36.350521,-40.21619,-48.363987,-28.009027,-38.469345,-49.410271,-51.410343,-60.012764,-50.820679,-54.362213,-48.612881,-54.720158,-36.549877,-33.153526,-32.036457,-12.478725,-36.897179,-63.932247,-46.688354,-30.129208,-45.422901,-47.629387,-43.740635,-59.854301,-54.281483,-44.947102,-40.980915,-41.488548,-36.935219,-37.819374,-47.782761,-43.246086,-59.504196,-47.874676,-43.679802,-67.111244,-44.993896
-17.614153,-24.779516,-34.109489,-18.982534,-23.22962,25.432791,-32.490513,-31.217615,-4.8390756,-29.077204,-16.422182,-32.763752,-40.364647,-23.838888,-24.540306,-34.600533,-26.116505,-40.160225,-20.798138,-36.714672,-24.331541,-40.632015,-5.8882389,-32.503487,15.265082,-23.533085,-8.6631403,-59.558205,-37.364815,-28.906267,-35.053062,-13.115047,-23.260195,-35.838264,-15.927846,-7.6356621,-29.686874,-23.009508,-3.7294817,-9.5232363,-43.034321,-26.538546,-59.426254,-37.444736,-25.833963,-53.856804,-30.579756
4.1265182,2.3929529,-9.8034201,-.4839631,-18.781752,38.568264,-8.2371454,-5.8189449,26.764494,-6.7232342,9.5230923,4.3863192,-14.150075,-15.439418,3.7244651,-13.070663,1.1788681,-19.938053,10.410835,-16.988503,3.9571328,-9.4096441,21.753531,-5.7648144,36.928253,24.991385,14.34833,-42.815937,-4.0428448,-5.2844982,-9.1334915,-12.404079,-8.4098253,-6.622191,21.958324,11.737507,-8.6344042,.49385956,23.393587,22.159136,-20.233749,-2.5306766,-37.195087,-34.748768,-11.97469,-18.337631,-13.171885
-12.951225,-19.829887,-19.599558,-12.081203,-27.195591,27.090223,-30.654083,-36.794586,-1.101145,-34.213776,-20.924852,-22.224821,-25.703514,-35.980061,-33.511475,-33.749203,-34.973675,-32.277893,-14.901707,-42.568146,-29.51111,-32.802387,-7.2719059,-13.958956,1.3259119,3.0023453,-12.814309,-54.073277,-23.454782,-18.172537,-13.499733,-17.692318,-31.918467,-21.75503,-17.531013,-21.863731,-26.578245,-14.871581,-4.2620516,-17.414309,-41.19899,-28.581516,-43.465424,-40.453808,-31.169132,-52.344372,-32.986324
-36.294601,-30.756166,-37.130737,-23.841885,-30.531271,-36.778259,-57.767563,-43.741367,-37.411724,-45.055355,-41.496929,-39.180901,-45.659996,-30.007938,-44.387154,-43.452183,-47.178852,-52.163773,-31.364386,-54.001724,-47.036388,-45.616165,-43.656189,-32.979435,-31.699669,-20.226934,-46.010288,-64.107353,-47.283363,-31.480818,-39.778511,-40.266201,-44.136044,-53.553013,-59.864594,-52.516514,-39.523724,-42.693859,-42.31723,-31.789988,-45.554771,-37.378895,-55.011208,-51.881287,-40.150013,-62.306152,-52.294605
