1,30.331877,1,31.208008,1,33.373413,1,32.543308,1,33.58691,1,47.910854,1,47.862995,1,34.706902,1,40.32972,1,36.876003,1,42.853943,1,42.239418,1,40.365814,1,32.308754,1,30.747149,1,34.492054,1,40.704216,1,49.716194,1,30.59947,1,41.959953,1,45.917076,1,43.918808,1,41.064735,1,31.580538,1,35.201199,1,20.669842,1,40.462444,1,45.125301,1,40.596004,1,25.512035,1,34.761143,1,42.171867,1,38.84893,1,48.465042,1,49.342297,1,48.253067,1,36.528996,1,38.453285,1,40.367939,1,37.159637,1,40.313961,1,38.81514,1,27.330015,1,29.296762,1,30.806034,1,35.794449,1,37.944839
1,29.310028,1,35.243359,1,36.481091,1,32.873367,1,36.465996,1,59.422188,1,69.24839,1,46.419579,1,48.323875,1,44.486485,1,55.574364,1,51.849419,1,52.442287,1,45.588524,1,41.96706,1,43.701725,1,54.622662,1,64.596909,1,43.812256,1,51.736313,1,61.271301,1,64.115936,1,56.129803,1,36.934406,1,41.82666,1,21.223537,1,56.834705,1,51.967567,1,49.884693,1,27.801064,1,54.957359,1,50.739441,1,42.056908,1,55.850494,1,75.886543,1,63.164749,1,44.310818,1,55.937786,1,51.810268,1,47.857883,1,48.576664,1,42.64209,1,38.894226,1,35.722351,1,40.742012,1,45.707642,1,45.767719
1,30.02936,1,29.26936,1,31.314825,1,31.146326,1,31.584188,1,44.577427,1,42.806675,1,33.3885,1,37.793018,1,34.498718,1,40.150311,1,39.988518,1,37.61203,1,28.503078,1,28.775476,1,31.805866,1,38.573914,1,44.888592,1,30.882364,1,38.874027,1,40.751945,1,37.973068,1,38.46553,1,28.432755,1,34.04673,1,20.421316,1,38.773617,1,42.40218,1,37.390663,1,24.218285,1,32.032166,1,41.179771,1,36.741646,1,43.062538,1,44.043686,1,44.433758,1,32.141747,1,35.903599,1,35.783371,1,34.2416,1,38.268379,1,36.49707,1,23.741375,1,26.937778,1,27.089804,1,31.875973,1,33.990341
1,30.514637,1,30.384874,1,32.921322,1,31.655025,1,34.510715,1,46.870579,1,45.882999,1,35.631474,1,38.829327,1,36.127636,1,39.991905,1,40.528999,1,39.863091,1,33.680805,1,29.689272,1,33.067234,1,40.283535,1,47.580608,1,34.984371,1,41.551014,1,42.465919,1,42.011898,1,39.345024,1,29.904959,1,34.698433,1,20.734163,1,42.52478,1,44.990673,1,39.351173,1,24.930328,1,34.388062,1,42.443485,1,39.777004,1,44.817593,1,46.526482,1,46.426365,1,34.475018,1,38.050629,1,39.711777,1,36.187729,1,40.083752,1,37.803635,1,25.004377,1,26.606834,1,30.51136,1,33.259789,1,34.363091
1,30.294508,1,29.669079,1,33.298019,1,32.268078,1,32.737457,1,45.914242,1,43.809715,1,35.307251,1,39.092266,1,36.146889,1,40.495476,1,40.963234,1,38.826859,1,32.307301,1,30.348692,1,32.779213,1,39.217873,1,47.196636,1,28.786341,1,41.522881,1,44.566616,1,40.42717,1,40.489182,1,29.592749,1,36.01564,1,20.747496,1,40.580669,1,43.05188,1,39.253838,1,24.769159,1,32.820034,1,41.454494,1,38.093037,1,46.436241,1,45.076138,1,45.911808,1,34.013348,1,36.755878,1,38.016361,1,35.233883,1,39.197323,1,38.190357,1,25.742056,1,27.755125,1,27.953072,1,33.448574,1,34.764866
1,30.674509,1,30.554302,1,32.568047,1,32.13348,1,32.337517,1,46.013161,1,45.901455,1,34.927471,1,39.027306,1,36.699093,1,40.511616,1,40.723026,1,38.236103,1,32.406506,1,29.505173,1,33.604816,1,39.84985,1,46.673588,1,34.412781,1,42.365959,1,44.570129,1,40.133022,1,41.017204,1,30.93116,1,35.654266,1,20.562746,1,41.884384,1,43.391338,1,39.364017,1,24.821257,1,33.120522,1,42.155659,1,39.092911,1,42.843933,1,45.4506,1,44.863819,1,34.724602,1,37.425976,1,38.401791,1,36.392578,1,40.87664,1,38.128384,1,27.325136,1,27.9123,1,30.383457,1,34.350559,1,34.890163
1,31.200527,1,29.982832,1,33.335571,1,32.228947,1,32.332123,1,45.701645,1,44.484951,1,33.911274,1,39.898617,1,36.125626,1,40.461182,1,40.922428,1,38.523716,1,30.680277,1,30.374748,1,33.041481,1,38.189835,1,46.48085,1,33.328163,1,40.596657,1,44.487499,1,39.042995,1,38.262993,1,29.897469,1,33.828392,1,20.294239,1,41.320507,1,43.597549,1,39.15559,1,24.730944,1,31.853931,1,43.775738,1,38.047672,1,44.226017,1,43.997196,1,45.572266,1,34.240116,1,36.272011,1,37.408489,1,35.502903,1,39.476437,1,38.812489,1,23.873489,1,27.767971,1,29.354435,1,32.113071,1,35.823967
1,37.212204,1,34.807308,1,40.571583,1,38.275761,1,36.317924,1,57.512985,1,55.731033,1,46.703392,1,44.447365,1,45.985092,1,46.456047,1,45.897099,1,45.453102,1,41.177578,1,45.832268,1,42.589775,1,49.999535,1,54.116291,1,46.281319,1,50.505276,1,56.331127,1,51.378422,1,52.301025,1,39.611645,1,40.178413,1,20.947525,1,53.203079,1,52.040943,1,43.509422,1,28.617666,1,38.164421,1,49.477238,1,46.145977,1,53.239761,1,61.138836,1,59.094078,1,41.352009,1,43.182152,1,47.227226,1,43.922337,1,47.919659,1,45.760117,1,32.562481,1,38.248436,1,35.181137,1,42.791821,1,44.421719
1,32.041271,1,30.539852,1,33.026768,1,32.10289,1,33.339161,1,50.978527,1,45.676079,1,35.699993,1,41.197937,1,37.396599,1,42.709652,1,41.891994,1,39.920975,1,31.401058,1,31.776665,1,33.891834,1,41.331512,1,46.797718,1,31.44512,1,42.394566,1,45.385349,1,41.558262,1,42.626831,1,32.467968,1,36.533276,1,20.068295,1,42.272675,1,43.687119,1,39.183136,1,25.133009,1,32.589272,1,42.997356,1,39.882355,1,45.77404,1,49.601166,1,50.328297,1,34.931675,1,37.047997,1,39.400799,1,36.861469,1,39.683067,1,39.838909,1,26.511402,1,27.30662,1,30.442585,1,34.185421,1,35.888138
1,31.834633,1,29.840096,1,32.248352,1,32.357273,1,32.859394,1,49.6684,1,44.328445,1,34.246292,1,39.200211,1,36.409771,1,39.989193,1,39.990078,1,38.845123,1,30.724663,1,29.881332,1,32.737049,1,41.15004,1,45.729355,1,31.407478,1,40.338993,1,44.242672,1,39.413616,1,41.259312,1,32.26347,1,35.757843,1,20.27622,1,39.083435,1,44.333633,1,38.196953,1,24.600206,1,33.572819,1,42.2444,1,37.313747,1,43.162464,1,48.289349,1,47.051353,1,33.735565,1,35.259087,1,37.951122,1,36.512871,1,38.936928,1,38.954929,1,23.939196,1,29.013853,1,28.912785,1,33.592258,1,35.403748
